Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,Tot,TO
5139,MIA,2006,2006/10/22,1:02,1:02,,GNB,7,7,Sun,L 24-34,,346,1
5140,MIN,2000,2000/10/9,9:10,8:10,,TAM,6,5,Mon,W 30-23,,346,3
5141,NOR,2000,2000/11/5,1:02,12:02,,SFO,10,9,Sun,W 31-15,,346,2
5142,NOR,2016,2016/10/2,4:25,1:25,@,SDG,4,4,Sun,W 35-34,,346,3
5143,NWE,2019,2019/12/8,4:25,4:25,,KAN,14,13,Sun,L 16-23,,346,2
5144,NYG,2020,2020/11/15,1:00,1:00,,PHI,10,10,Sun,W 27-17,,346,
5145,NYJ,2010,2010/10/17,4:05,2:05,@,DEN,6,6,Sun,W 24-20,,346,2
5146,TEN,2010,2010/11/28,1:02,12:02,@,HOU,12,11,Sun,L 0-20,,346,
5147,TEN,2015,2015/12/20,1:02,1:02,@,NWE,15,14,Sun,L 16-33,,346,1
5148,TEN,2019,2019/9/8,1:00,1:00,@,CLE,1,1,Sun,W 43-13,,346,3
5149,PHI,2007,2007/12/23,1:02,12:02,@,NOR,16,15,Sun,W 38-23,,346,1
5150,OAK,2000,2000/10/15,1:00,12:00,@,KAN,7,6,Sun,W 20-17,,346,1
5151,OAK,2005,2005/10/16,4:15,1:15,,SDG,6,5,Sun,L 14-27,,346,
5152,OAK,2009,2009/11/1,4:05,1:05,@,SDG,8,8,Sun,L 16-24,,346,2
5153,OAK,2019,2019/9/29,1:00,1:00,@,IND,4,4,Sun,W 31-24,,346,2
5154,LAR,2017,2017/11/26,4:25,1:05,,NOR,12,11,Sun,W 26-20,,346,
5155,BAL,2010,2010/10/10,1:02,1:02,,DEN,5,5,Sun,W 31-17,,346,1
5156,BAL,2021,2021/12/19,1:00,1:00,,GNB,15,14,Sun,L 30-31,,346,
5157,LAC,2021,2022/1/9,4:25,1:25,@,LVR,18,17,Sun,L 32-35,OT,346,
5158,SFO,2012,2012/12/23,8:31,5:31,@,SEA,16,15,Sun,L 13-42,,346,1
5159,WAS,2003,2003/11/9,1:02,1:02,,SEA,10,9,Sun,W 27-20,,346,3
5160,WAS,2013,2013/12/8,1:03,1:03,,KAN,14,13,Sun,L 10-45,,346,1
5161,ATL,2019,2019/12/8,1:00,1:00,,CAR,14,13,Sun,W 40-20,,345,4
5162,ATL,2020,2020/12/13,4:25,1:25,@,LAC,14,13,Sun,L 17-20,,345,1
5163,BUF,2013,2013/9/29,1:02,1:02,,BAL,4,4,Sun,W 23-20,,345,5
5164,BUF,2016,2016/10/9,4:25,1:25,@,LAR,5,5,Sun,W 30-19,,345,3
5165,CAR,2002,2002/11/10,1:02,1:02,,NOR,10,9,Sun,L 24-34,,345,
5166,CAR,2004,2004/12/26,4:15,4:15,@,TAM,16,15,Sun,W 37-20,,345,3
5167,CHI,2007,2007/12/6,8:16,8:16,@,WAS,14,13,Thu,L 16-24,,345,1
5168,CHI,2008,2008/12/11,8:14,7:14,,NOR,15,14,Thu,W 27-24,OT,345,2
5169,CHI,2011,2011/12/11,4:05,2:05,@,DEN,14,13,Sun,L 10-13,OT,345,2
5170,CIN,2013,2013/10/31,8:29,8:29,@,MIA,9,9,Thu,L 20-22,OT,345,1
5171,CIN,2015,2015/11/29,1:02,1:02,,STL,12,11,Sun,W 31-7,,345,3
5172,CLE,2017,2017/11/12,1:00,1:00,@,DET,10,9,Sun,L 24-38,,345,1
5173,IND,2009,2009/12/17,8:21,8:21,@,JAX,15,14,Thu,W 35-31,,345,1
5174,ARI,2000,2000/10/1,4:15,1:15,@,SFO,5,4,Sun,L 20-27,,345,1
5175,ARI,2009,2010/1/3,4:15,2:15,,GNB,17,16,Sun,L 7-33,,345,1
5176,DAL,2016,2016/10/9,4:25,3:25,,CIN,5,5,Sun,W 28-14,,345,
5177,DET,2005,2005/12/4,1:02,1:02,,MIN,13,12,Sun,L 16-21,,345,
5178,DET,2013,2013/12/29,1:05,12:05,@,MIN,17,16,Sun,L 13-14,,345,2
5179,DET,2015,2015/10/5,8:31,5:31,@,SEA,4,4,Mon,L 10-13,,345,3
5180,DET,2015,2015/10/11,4:05,4:05,,ARI,5,5,Sun,L 17-42,,345,
5181,DET,2015,2016/1/3,1:02,12:02,@,CHI,17,16,Sun,W 24-20,,345,3
5182,GNB,2013,2013/12/29,4:25,3:25,@,CHI,17,16,Sun,W 33-28,,345,2
5183,GNB,2017,2017/12/10,1:00,1:00,@,CLE,14,13,Sun,W 27-21,OT,345,2
5184,HOU,2008,2008/11/2,1:05,12:05,@,MIN,9,8,Sun,L 21-28,,345,1
5185,HOU,2012,2012/12/23,1:03,12:03,,MIN,16,15,Sun,L 6-23,,345,1
5186,JAX,2002,2002/9/29,1:02,1:02,,NYJ,4,3,Sun,W 28-3,,345,4
5187,KAN,2017,2017/12/24,1:00,12:00,,MIA,16,15,Sun,W 29-13,,345,2
5188,MIA,2007,2007/12/16,1:03,1:03,,BAL,15,14,Sun,W 22-16,OT,345,1
5189,MIA,2011,2011/9/18,4:15,4:15,,HOU,2,2,Sun,L 13-23,,345,
5190,MIN,2005,2005/9/11,1:05,12:05,,TAM,1,1,Sun,L 13-24,,345,2
5191,MIN,2017,2017/12/10,1:00,1:00,@,CAR,14,13,Sun,L 24-31,,345,1
5192,MIN,2019,2019/9/8,1:00,3:00,,ATL,1,1,Sun,W 28-12,,345,3
5193,MIN,2019,2019/12/15,4:05,1:05,@,LAC,15,14,Sun,W 39-10,,345,7
5194,NYG,2016,2016/10/23,9:31,2:31,@,LAR,7,7,Sun,W 17-10,,345,4
5195,NYJ,2001,2001/12/9,4:15,4:15,@,PIT,13,12,Sun,L 7-18,,345,
5196,NYJ,2020,2020/11/29,1:00,1:00,,MIA,12,11,Sun,L 3-20,,345,2
5197,TEN,2002,2002/12/1,1:03,1:03,@,NYG,13,12,Sun,W 32-29,OT,345,
5198,TEN,2004,2004/10/17,1:02,12:02,,HOU,6,6,Sun,L 10-20,,345,2
5199,OAK,2010,2010/9/12,1:02,12:02,@,TEN,1,1,Sun,L 13-38,,345,1
5200,STL,2010,2010/12/12,4:05,3:05,@,NOR,14,13,Sun,L 13-31,,345,3
5201,LAR,2020,2020/11/29,4:05,1:05,,SFO,12,11,Sun,L 20-23,,345,3
5202,BAL,2004,2005/1/2,1:02,1:02,,MIA,17,16,Sun,W 30-23,,345,3
5203,SDG,2016,2016/12/18,4:25,1:25,,OAK,15,14,Sun,L 16-19,,345,2
5204,SEA,2006,2006/12/10,4:05,2:05,@,ARI,14,13,Sun,L 21-27,,345,1
5205,SEA,2007,2007/11/18,4:16,1:16,,CHI,11,10,Sun,W 30-23,,345,1
5206,SEA,2021,2021/10/17,8:20,8:20,@,PIT,6,6,Sun,L 20-23,OT,345,1
5207,TAM,2001,2001/11/26,9:10,8:10,@,STL,11,10,Mon,W 24-17,,345,6
5208,ATL,2002,2002/11/17,1:05,1:05,,NOR,11,10,Sun,W 24-17,,344,2
5209,CAR,2003,2003/10/5,1:02,1:02,,NOR,5,4,Sun,W 19-13,,344,1
5210,CHI,2016,2016/9/11,1:05,12:05,@,HOU,1,1,Sun,L 14-23,,344,1
5211,CIN,2017,2017/9/24,4:25,3:25,@,GNB,3,3,Sun,L 24-27,OT,344,1
5212,CLE,2012,2012/9/23,1:02,1:02,,BUF,3,3,Sun,L 14-24,,344,1
5213,CLE,2019,2019/9/22,8:20,8:20,,LAR,3,3,Sun,L 13-20,,344,3
5214,CLE,2019,2019/11/10,1:00,1:00,,BUF,10,9,Sun,W 19-16,,344,
5215,IND,2014,2014/9/21,1:02,1:02,@,JAX,3,3,Sun,W 44-17,,344,3
5216,IND,2015,2015/9/21,8:30,8:30,,NYJ,2,2,Mon,L 7-20,,344,1
5217,IND,2015,2015/11/29,1:02,1:02,,TAM,12,11,Sun,W 25-12,,344,1
5218,ARI,2013,2013/10/17,8:25,5:25,,SEA,7,7,Thu,L 22-34,,344,2
5219,ARI,2020,2020/10/19,8:15,7:15,@,DAL,6,6,Mon,W 38-10,,344,4
5220,DAL,2004,2004/12/12,1:05,12:05,,NOR,14,13,Sun,L 13-27,,344,2
5221,DEN,2002,2002/11/24,8:36,6:36,,IND,12,11,Sun,L 20-23,OT,344,3
5222,DEN,2011,2011/11/27,4:15,1:15,@,SDG,12,11,Sun,W 16-13,OT,344,
5223,DEN,2013,2013/11/17,8:30,6:30,,KAN,11,10,Sun,W 27-17,,344,1
5224,DET,2009,2009/10/11,1:02,1:02,,PIT,5,5,Sun,L 20-28,,344,1
5225,DET,2012,2012/12/22,8:40,8:40,,ATL,16,15,Sat,L 18-31,,344,
5226,DET,2018,2018/12/2,1:00,1:00,,LAR,13,12,Sun,L 16-30,,344,2
5227,GNB,2018,2018/12/9,1:00,12:00,,ATL,14,13,Sun,W 34-20,,344,2
5228,GNB,2021,2021/9/20,8:15,7:15,,DET,2,2,Mon,W 35-17,,344,2
5229,HOU,2009,2009/11/23,8:40,7:40,,TEN,11,10,Mon,L 17-20,,344,1
5230,HOU,2017,2017/12/3,1:00,12:00,@,TEN,13,12,Sun,L 13-24,,344,1
5231,JAX,2003,2003/12/28,1:03,1:03,@,ATL,17,16,Sun,L 14-21,,344,1
5232,JAX,2008,2008/11/16,4:15,4:15,,TEN,11,10,Sun,L 14-24,,344,1
5233,JAX,2012,2012/12/2,1:02,1:02,@,BUF,13,12,Sun,L 18-34,,344,2
5234,JAX,2016,2016/10/23,1:02,1:02,,OAK,7,6,Sun,L 16-33,,344,
5235,JAX,2017,2017/11/26,4:25,2:25,@,ARI,12,11,Sun,L 24-27,,344,2
5236,KAN,2002,2002/11/17,1:00,12:00,,BUF,11,10,Sun,W 17-16,,344,1
5237,KAN,2010,2011/1/2,1:02,12:02,,OAK,17,16,Sun,L 10-31,,344,1
5238,KAN,2012,2012/10/28,4:06,3:06,,OAK,8,7,Sun,L 16-26,,344,1
5239,MIN,2015,2015/10/4,4:25,2:25,@,DEN,4,4,Sun,L 20-23,,344,2
5240,MIN,2017,2017/9/11,7:10,9:10,,NOR,1,1,Mon,W 29-19,,344,
5241,NOR,2014,2014/10/19,1:02,1:02,@,DET,7,6,Sun,L 23-24,,344,2
5242,NWE,2016,2016/9/11,8:30,5:30,@,ARI,1,1,Sun,W 23-21,,344,
5243,NWE,2017,2017/11/19,4:25,3:25,@,OAK,11,10,Sun,W 33-8,,344,2
5244,NYG,2020,2020/11/2,8:15,8:15,,TAM,8,8,Mon,L 23-25,,344,1
5245,NYJ,2007,2007/11/22,4:20,3:20,@,DAL,12,11,Thu,L 3-34,,344,1
5246,NYJ,2008,2008/10/19,4:15,1:15,@,OAK,7,6,Sun,L 13-16,OT,344,
5247,NYJ,2021,2021/12/12,1:00,1:00,,NOR,14,13,Sun,L 9-30,,344,
5248,TEN,2018,2018/10/21,9:30,2:30,@,LAC,7,7,Sun,L 19-20,,344,
5249,PHI,2004,2004/10/17,1:04,1:04,,CAR,6,5,Sun,W 30-8,,344,4
5250,PHI,2017,2017/9/17,1:00,12:00,@,KAN,2,2,Sun,L 20-27,,344,
5251,PHI,2017,2017/10/23,8:30,8:30,,WAS,7,7,Mon,W 34-24,,344,1
5252,PIT,2003,2003/12/21,4:05,4:05,,SDG,16,15,Sun,W 40-24,,344,3
5253,OAK,2003,2003/10/5,1:02,12:02,@,CHI,5,5,Sun,L 21-24,,344,3
5254,OAK,2013,2013/12/22,4:25,1:25,@,SDG,16,15,Sun,L 13-26,,344,3
5255,OAK,2016,2016/10/23,1:02,1:02,@,JAX,7,7,Sun,W 33-16,,344,3
5256,OAK,2019,2019/9/9,10:20,7:20,,DEN,1,1,Mon,W 24-16,,344,
5257,LAR,2016,2017/1/1,4:25,1:25,,ARI,17,16,Sun,L 6-44,,344,2
5258,BAL,2016,2016/10/23,1:04,1:04,@,NYJ,7,7,Sun,L 16-24,,344,2
5259,LAC,2019,2019/12/15,4:05,1:05,,MIN,15,14,Sun,L 10-39,,344,1
5260,SEA,2001,2001/9/23,4:27,1:27,,PHI,2,2,Sun,L 3-27,,344,1
5261,SEA,2001,2001/9/30,4:10,1:10,@,OAK,3,3,Sun,L 14-38,,344,1
5262,SEA,2008,2008/12/7,4:06,1:06,,NWE,14,13,Sun,L 21-24,,344,
5263,SEA,2009,2009/10/18,4:05,1:05,,ARI,6,6,Sun,L 3-27,,344,2
5264,SEA,2019,2019/11/24,1:00,1:00,@,PHI,12,11,Sun,W 17-9,,344,5
5265,SFO,2005,2005/11/6,4:06,1:06,,NYG,9,8,Sun,L 6-24,,344,
5266,SFO,2012,2012/9/23,1:05,12:05,@,MIN,3,3,Sun,L 13-24,,344,2
5267,TAM,2001,2001/10/21,1:01,1:01,,PIT,6,5,Sun,L 10-17,,344,3
5268,TAM,2003,2003/12/28,1:03,12:03,@,TEN,17,16,Sun,L 13-33,,344,1
5269,TAM,2006,2006/12/31,1:03,1:03,,SEA,17,16,Sun,L 7-23,,344,1
5270,WAS,2006,2006/10/15,1:02,1:02,,TEN,6,6,Sun,L 22-25,,344,
5271,WAS,2008,2008/9/28,4:15,3:15,@,DAL,4,4,Sun,W 26-24,,344,1
5272,WAS,2016,2016/10/23,1:02,1:02,@,DET,7,7,Sun,L 17-20,,344,
5273,WAS,2020,2020/12/13,4:25,2:25,@,SFO,14,13,Sun,W 23-15,,344,3
5274,CAR,2001,2001/9/9,1:00,12:00,@,MIN,1,1,Sun,W 24-13,,343,5
5275,CAR,2008,2008/10/19,1:04,1:04,,NOR,7,7,Sun,W 30-7,,343,2
5276,CIN,2018,2018/12/30,4:25,1:00,@,PIT,17,16,Sun,L 13-16,,343,1
5277,CLE,2006,2006/11/12,1:05,1:05,@,ATL,10,9,Sun,W 17-13,,343,3
5278,CLE,2013,2013/10/3,8:29,8:29,,BUF,5,5,Thu,W 37-24,,343,1
5279,IND,2002,2002/9/8,1:04,1:04,@,JAX,1,1,Sun,W 28-25,,343,2
5280,ARI,2001,2001/12/23,4:06,2:06,,DAL,15,14,Sun,W 17-10,,343,3
5281,ARI,2015,2015/11/15,8:35,5:35,@,SEA,10,9,Sun,W 39-32,,343,1
5282,DEN,2006,2006/12/24,4:16,2:16,,CIN,16,15,Sun,W 24-23,,343,4
5283,DEN,2009,2009/12/20,4:05,2:05,,OAK,15,14,Sun,L 19-20,,343,2
5284,DET,2001,2001/10/14,1:00,12:00,@,MIN,5,4,Sun,L 26-31,,343,1
5285,DET,2002,2002/10/27,1:02,1:02,@,BUF,8,7,Sun,L 17-24,,343,2
5286,DET,2014,2014/10/5,1:03,1:03,,BUF,5,5,Sun,L 14-17,,343,1
5287,GNB,2003,2003/10/5,1:02,12:02,,SEA,5,5,Sun,W 35-13,,343,2
5288,GNB,2013,2013/12/22,4:25,3:25,,PIT,16,15,Sun,L 31-38,,343,2
5289,HOU,2008,2008/9/21,1:02,12:02,@,TEN,3,2,Sun,L 12-31,,343,2
5290,JAX,2009,2009/11/22,1:03,1:03,,BUF,11,10,Sun,W 18-15,,343,3
5291,MIA,2011,2011/11/6,1:03,12:03,@,KAN,9,8,Sun,W 31-3,,343,
5292,NOR,2008,2008/11/24,8:40,7:40,,GNB,12,11,Mon,W 51-29,,343,3
5293,NOR,2017,2017/12/7,8:25,8:25,@,ATL,14,13,Thu,L 17-20,,343,3
5294,NWE,2001,2001/10/14,1:03,1:03,,SDG,5,5,Sun,W 29-26,OT,343,1
5295,NWE,2017,2017/10/22,8:30,8:30,,ATL,7,7,Sun,W 23-7,,343,
5296,NYG,2006,2006/11/26,4:15,3:15,@,TEN,12,11,Sun,L 21-24,,343,2
5297,NYG,2008,2008/12/21,8:23,8:23,,CAR,16,15,Sun,W 34-28,OT,343,
5298,NYG,2016,2016/11/27,1:00,1:00,@,CLE,12,11,Sun,W 27-13,,343,3
5299,NYJ,2004,2004/10/24,4:05,4:05,@,NWE,7,6,Sun,L 7-13,,343,1
5300,NYJ,2009,2009/10/4,4:05,3:05,@,NOR,4,4,Sun,L 10-24,,343,1
5301,NYJ,2010,2010/11/21,1:03,1:03,,HOU,11,10,Sun,W 30-27,,343,1
5302,NYJ,2015,2015/9/21,8:30,8:30,@,IND,2,2,Mon,W 20-7,,343,5
5303,NYJ,2021,2021/9/26,4:05,2:05,@,DEN,3,3,Sun,L 0-26,,343,1
5304,PHI,2012,2012/10/7,1:02,1:02,@,PIT,5,5,Sun,L 14-16,,343,
5305,PIT,2002,2002/9/9,9:12,9:12,@,NWE,1,1,Mon,L 14-30,,343,1
5306,OAK,2015,2015/12/24,8:26,5:26,,SDG,16,15,Thu,W 23-20,OT,343,1
5307,OAK,2017,2017/10/15,4:25,1:25,,LAC,6,6,Sun,L 16-17,,343,1
5308,STL,2015,2015/9/13,1:00,12:00,,SEA,1,1,Sun,W 34-31,OT,343,1
5309,LAR,2019,2019/9/8,1:00,1:00,@,CAR,1,1,Sun,W 30-27,,343,3
5310,BAL,2020,2020/10/4,1:00,1:00,@,WAS,4,4,Sun,W 31-17,,343,1
5311,SDG,2013,2013/11/17,4:05,4:05,@,MIA,11,10,Sun,L 16-20,,343,1
5312,SFO,2002,2002/11/25,9:00,6:00,,PHI,12,11,Mon,L 17-38,,343,
5313,SFO,2008,2008/12/21,1:00,12:00,@,STL,16,15,Sun,W 17-16,,343,1
5314,SFO,2018,2018/9/9,1:00,3:00,@,MIN,1,1,Sun,L 16-24,,343,1
5315,TAM,2007,2007/9/9,4:15,1:15,@,SEA,1,1,Sun,L 6-20,,343,1
5316,TAM,2007,2007/9/16,1:03,1:03,,NOR,2,2,Sun,W 31-14,,343,2
5317,TAM,2016,2016/11/20,1:00,12:00,@,KAN,11,10,Sun,W 19-17,,343,2
5318,BUF,2002,2002/9/22,4:05,2:05,@,DEN,3,3,Sun,L 23-28,,342,
5319,CAR,2006,2006/10/22,1:03,1:03,@,CIN,7,7,Sun,L 14-17,,342,
5320,CAR,2018,2018/10/21,1:00,1:00,@,PHI,7,6,Sun,W 21-17,,342,1
5321,CHI,2017,2017/11/12,1:00,12:00,,GNB,10,9,Sun,L 16-23,,342,
5322,CIN,2002,2002/10/27,1:02,1:02,,TEN,8,7,Sun,L 24-30,,342,1
5323,CIN,2004,2005/1/2,1:05,1:05,@,PHI,17,16,Sun,W 38-10,,342,5
5324,CIN,2005,2005/10/9,8:36,8:36,@,JAX,5,5,Sun,L 20-23,,342,1
5325,CIN,2007,2007/10/21,4:05,4:05,,NYJ,7,6,Sun,W 38-31,,342,2
5326,CIN,2016,2016/11/20,1:00,1:00,,BUF,11,10,Sun,L 12-16,,342,1
5327,CIN,2018,2018/11/25,1:00,1:00,,CLE,12,11,Sun,L 20-35,,342,
5328,CIN,2021,2021/9/26,1:00,1:00,@,PIT,3,3,Sun,W 24-10,,342,2
5329,IND,2002,2002/9/15,1:00,12:00,,MIA,2,2,Sun,L 13-21,,342,1
5330,IND,2006,2006/11/19,4:15,3:15,@,DAL,11,10,Sun,L 14-21,,342,2
5331,IND,2007,2007/11/4,4:18,4:18,,NWE,9,8,Sun,L 20-24,,342,2
5332,IND,2008,2008/11/2,8:23,8:23,,NWE,9,8,Sun,W 18-15,,342,2
5333,IND,2015,2015/9/13,1:03,1:03,@,BUF,1,1,Sun,L 14-27,,342,
5334,ARI,2002,2002/10/20,4:15,1:15,,DAL,7,6,Sun,W 9-6,OT,342,4
5335,ARI,2003,2003/12/28,4:05,2:05,,MIN,17,16,Sun,W 18-17,,342,2
5336,DAL,2017,2017/10/8,4:25,3:25,,GNB,5,5,Sun,L 31-35,,342,1
5337,DEN,2006,2006/11/19,8:21,6:21,,SDG,11,10,Sun,L 27-35,,342,2
5338,DEN,2013,2013/9/23,8:40,6:40,,OAK,3,3,Mon,W 37-21,,342,
5339,DEN,2018,2018/9/23,1:00,1:00,@,BAL,3,3,Sun,L 14-27,,342,
5340,DEN,2021,2021/10/31,4:25,2:25,,WAS,8,8,Sun,W 17-10,,342,2
5341,DEN,2021,2021/12/26,4:25,1:25,@,LVR,16,15,Sun,L 13-17,,342,3
5342,DET,2004,2004/9/12,1:05,12:05,@,CHI,1,1,Sun,W 20-16,,342,4
5343,GNB,2015,2015/11/22,4:25,3:25,@,MIN,11,10,Sun,W 30-13,,342,1
5344,HOU,2003,2003/9/28,1:05,12:05,,JAX,4,4,Sun,W 24-20,,342,5
5345,HOU,2009,2009/11/29,1:02,12:02,,IND,12,11,Sun,L 27-35,,342,2
5346,JAX,2007,2007/12/2,1:02,1:02,@,IND,13,12,Sun,L 25-28,,342,1
5347,JAX,2018,2018/12/30,1:00,12:00,@,HOU,17,16,Sun,L 3-20,,342,1
5348,KAN,2000,2000/9/24,4:16,2:16,@,DEN,4,4,Sun,W 23-22,,342,3
5349,MIA,2005,2005/10/16,1:02,1:02,@,TAM,6,5,Sun,L 13-27,,342,1
5350,MIA,2006,2006/9/7,8:37,8:37,@,PIT,1,1,Thu,L 17-28,,342,1
5351,MIA,2014,2014/9/21,4:25,4:25,,KAN,3,3,Sun,L 15-34,,342,2
5352,MIN,2017,2017/9/24,1:00,3:00,,TAM,3,3,Sun,W 34-17,,342,3
5353,NOR,2005,2005/10/30,4:05,3:05,,MIA,8,8,Sun,L 6-21,,342,2
5354,NWE,2002,2002/9/29,4:15,1:15,@,SDG,4,4,Sun,L 14-21,,342,1
5355,NWE,2006,2006/12/31,1:02,12:02,@,TEN,17,16,Sun,W 40-23,,342,3
5356,NYJ,2014,2014/12/14,4:05,3:05,@,TEN,15,14,Sun,W 16-11,,342,1
5357,TEN,2006,2006/11/5,1:03,1:03,@,JAX,9,8,Sun,L 7-37,,342,
5358,TEN,2018,2018/9/9,1:00,1:00,@,MIA,1,1,Sun,L 20-27,,342,2
5359,PIT,2015,2015/11/15,1:04,1:04,,CLE,10,10,Sun,W 30-9,,342,3
5360,OAK,2002,2002/11/11,9:09,7:09,@,DEN,10,9,Mon,W 34-10,,342,1
5361,STL,2003,2003/12/28,1:03,1:03,@,DET,17,16,Sun,L 20-30,,342,2
5362,BAL,2017,2017/10/15,1:00,1:00,,CHI,6,6,Sun,L 24-27,OT,342,2
5363,BAL,2019,2019/11/3,8:20,8:20,,NWE,9,8,Sun,W 37-20,,342,2
5364,SDG,2008,2008/12/21,1:02,1:02,@,TAM,16,15,Sun,W 41-24,,342,3
5365,SEA,2004,2004/10/31,4:06,1:06,,CAR,8,7,Sun,W 23-17,,342,1
5366,SEA,2007,2007/10/7,1:02,1:02,@,PIT,5,5,Sun,L 0-21,,342,
5367,SEA,2008,2008/12/14,1:00,12:00,@,STL,15,14,Sun,W 23-20,,342,2
5368,SFO,2001,2001/10/14,1:04,1:04,@,ATL,5,5,Sun,W 37-31,OT,342,1
5369,SFO,2012,2012/10/14,4:23,1:23,,NYG,6,6,Sun,L 3-26,,342,
5370,TAM,2018,2018/11/25,1:00,1:00,,SFO,12,11,Sun,W 27-9,,342,2
5371,WAS,2001,2001/10/21,1:01,1:01,,CAR,6,6,Sun,W 17-14,OT,342,4
5372,ATL,2021,2021/9/19,4:05,4:05,@,TAM,2,2,Sun,L 25-48,,341,1
5373,CAR,2007,2007/10/7,1:03,12:03,@,NOR,5,5,Sun,W 16-13,,341,2
5374,CHI,2011,2011/11/27,4:05,1:05,@,OAK,12,11,Sun,L 20-25,,341,1
5375,CIN,2015,2016/1/3,1:02,1:02,,BAL,17,16,Sun,W 24-16,,341,2
5376,CIN,2017,2017/11/19,4:25,2:25,@,DEN,11,10,Sun,W 20-17,,341,2
5377,CIN,2021,2021/9/30,8:20,8:20,,JAX,4,4,Thu,W 24-21,,341,
5378,CLE,2017,2017/12/10,1:00,1:00,,GNB,14,13,Sun,L 21-27,OT,341,
5379,IND,2003,2003/10/12,1:00,12:00,,CAR,6,6,Sun,L 20-23,OT,341,2
5380,IND,2010,2010/11/14,1:02,1:02,,CIN,10,9,Sun,W 23-17,,341,5
5381,IND,2010,2011/1/2,4:16,4:16,,TEN,17,16,Sun,W 23-20,,341,1
5382,ARI,2006,2006/9/17,4:06,1:06,@,SEA,2,2,Sun,L 10-21,,341,2
5383,ARI,2014,2014/9/14,1:04,1:04,@,NYG,2,2,Sun,W 25-14,,341,4
5384,ARI,2021,2021/11/14,4:05,2:05,,CAR,10,10,Sun,L 10-34,,341,2
5385,DAL,2009,2009/12/13,4:15,3:15,,SDG,14,13,Sun,L 17-20,,341,1
5386,DAL,2010,2010/12/19,1:03,12:03,,WAS,15,14,Sun,W 33-30,,341,3
5387,DEN,2008,2008/11/2,4:05,2:05,,MIA,9,8,Sun,L 17-26,,341,1
5388,DEN,2021,2022/1/2,4:05,1:05,@,LAC,17,16,Sun,L 13-34,,341,
5389,DET,2007,2007/11/18,1:03,1:03,,NYG,11,10,Sun,L 10-16,,341,2
5390,DET,2010,2010/10/10,12:56,12:56,,STL,5,5,Sun,W 44-6,,341,3
5391,GNB,2012,2012/10/28,1:05,12:05,,JAX,8,8,Sun,W 24-15,,341,1
5392,HOU,2013,2013/11/17,1:03,12:03,,OAK,11,10,Sun,L 23-28,,341,
5393,KAN,2010,2010/10/10,1:03,1:03,@,IND,5,4,Sun,L 9-19,,341,1
5394,KAN,2011,2011/10/2,1:02,12:02,,MIN,4,4,Sun,W 22-17,,341,1
5395,KAN,2016,2016/11/13,1:00,1:00,@,CAR,10,9,Sun,W 20-17,,341,2
5396,MIA,2004,2004/10/17,1:01,1:01,@,BUF,6,6,Sun,L 13-20,,341,
5397,MIA,2005,2005/12/11,4:15,1:15,@,SDG,14,13,Sun,W 23-21,,341,3
5398,MIN,2012,2012/9/30,1:03,1:03,@,DET,4,4,Sun,W 20-13,,341,1
5399,NWE,2013,2013/10/6,1:02,1:02,@,CIN,5,5,Sun,L 6-13,,341,2
5400,NYG,2017,2017/12/17,1:00,1:00,,PHI,15,14,Sun,L 29-34,,341,
5401,NYG,2018,2018/11/25,1:00,1:00,@,PHI,12,11,Sun,L 22-25,,341,
5402,NYJ,2004,2004/11/7,1:02,1:02,@,BUF,9,8,Sun,L 17-22,,341,
5403,NYJ,2005,2005/10/16,4:15,4:15,@,BUF,6,6,Sun,L 17-27,,341,2
5404,TEN,2007,2007/12/9,1:02,12:02,,SDG,14,13,Sun,L 17-23,OT,341,3
5405,TEN,2016,2016/10/16,1:02,12:02,,CLE,6,6,Sun,W 28-26,,341,
5406,TEN,2017,2017/11/5,1:00,12:00,,BAL,9,8,Sun,W 23-20,,341,2
5407,PHI,2014,2014/9/15,8:31,8:31,@,IND,2,2,Mon,W 30-27,,341,2
5408,PIT,2006,2006/10/8,8:15,5:15,@,SDG,5,4,Sun,L 13-23,,341,1
5409,STL,2008,2008/10/19,1:00,12:00,,DAL,7,6,Sun,W 34-14,,341,4
5410,STL,2012,2012/11/11,4:25,1:25,@,SFO,10,9,Sun,T 24-24,OT,341,
5411,SDG,2003,2003/11/2,1:05,12:05,@,CHI,9,8,Sun,L 7-20,,341,1
5412,SDG,2003,2003/12/21,4:05,4:05,@,PIT,16,15,Sun,L 24-40,,341,
5413,SDG,2005,2005/12/24,1:00,12:00,@,KAN,16,15,Sat,L 7-20,,341,
5414,SDG,2008,2008/11/23,8:20,5:20,,IND,12,11,Sun,L 20-23,,341,1
5415,SDG,2009,2010/1/3,4:15,1:15,,WAS,17,16,Sun,W 23-20,,341,
5416,SDG,2011,2011/10/31,8:40,7:40,@,KAN,8,7,Mon,L 20-23,OT,341,4
5417,TAM,2003,2003/11/9,1:02,1:02,@,CAR,10,9,Sun,L 24-27,,341,2
5418,WAS,2019,2019/12/8,1:00,12:00,@,GNB,14,13,Sun,L 15-20,,341,1
5419,ATL,2002,2002/11/3,1:05,1:05,,BAL,9,8,Sun,W 20-17,,340,2
5420,CAR,2002,2002/12/8,1:02,1:02,,CIN,14,13,Sun,W 52-31,,340,1
